,Series_Title,Released_Year,Certificate,Genre,All_Stars,runtime_in_minutes,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross
808,Le dîner de cons,1998,PG-13,Comedy,Jacques Villeret,80,7.7,73.0,Francis Veber,37424,"4,065,116"
808,Le dîner de cons,1998,PG-13,Comedy,Francis Huster,80,7.7,73.0,Francis Veber,37424,"4,065,116"
808,Le dîner de cons,1998,PG-13,Comedy,Daniel Prévost,80,7.7,73.0,Francis Veber,37424,"4,065,116"
809,Donnie Brasco,1997,A,Biography,Al Pacino,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Biography,Johnny Depp,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Biography,Michael Madsen,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Biography,Bruno Kirby,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Crime,Al Pacino,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Crime,Johnny Depp,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Crime,Michael Madsen,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Crime,Bruno Kirby,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Drama,Al Pacino,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Drama,Johnny Depp,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Drama,Michael Madsen,127,7.7,76.0,Mike Newell,279318,"41,909,762"
809,Donnie Brasco,1997,A,Drama,Bruno Kirby,127,7.7,76.0,Mike Newell,279318,"41,909,762"
810,Shine,1996,U,Biography,Geoffrey Rush,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Biography,Armin Mueller-Stahl,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Biography,Justin Braine,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Biography,Sonia Todd,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Drama,Geoffrey Rush,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Drama,Armin Mueller-Stahl,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Drama,Justin Braine,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Drama,Sonia Todd,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Music,Geoffrey Rush,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Music,Armin Mueller-Stahl,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Music,Justin Braine,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
810,Shine,1996,U,Music,Sonia Todd,105,7.7,87.0,Scott Hicks,51350,"35,811,509"
811,Primal Fear,1996,A,Crime,Richard Gere,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Crime,Laura Linney,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Crime,Edward Norton,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Crime,John Mahoney,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Drama,Richard Gere,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Drama,Laura Linney,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Drama,Edward Norton,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Drama,John Mahoney,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Mystery,Richard Gere,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Mystery,Laura Linney,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Mystery,Edward Norton,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
811,Primal Fear,1996,A,Mystery,John Mahoney,129,7.7,47.0,Gregory Hoblit,189716,"56,116,183"
812,Hamlet,1996,PG-13,Drama,Kenneth Branagh,242,7.7,,Kenneth Branagh,35991,"4,414,535"
812,Hamlet,1996,PG-13,Drama,Julie Christie,242,7.7,,Kenneth Branagh,35991,"4,414,535"
812,Hamlet,1996,PG-13,Drama,Derek Jacobi,242,7.7,,Kenneth Branagh,35991,"4,414,535"
812,Hamlet,1996,PG-13,Drama,Kate Winslet,242,7.7,,Kenneth Branagh,35991,"4,414,535"
813,A Little Princess,1995,U,Drama,Liesel Matthews,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Drama,Eleanor Bron,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Drama,Liam Cunningham,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Drama,Rusty Schwimmer,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Family,Liesel Matthews,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Family,Eleanor Bron,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Family,Liam Cunningham,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Family,Rusty Schwimmer,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Fantasy,Liesel Matthews,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Fantasy,Eleanor Bron,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Fantasy,Liam Cunningham,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
813,A Little Princess,1995,U,Fantasy,Rusty Schwimmer,97,7.7,83.0,Alfonso Cuarón,32236,"10,019,307"
814,Do lok tin si,1995,UA,Comedy,Leon Lai,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Comedy,Michelle Reis,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Comedy,Takeshi Kaneshiro,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Comedy,Charlie Yeung,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Crime,Leon Lai,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Crime,Michelle Reis,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Crime,Takeshi Kaneshiro,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Crime,Charlie Yeung,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Drama,Leon Lai,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Drama,Michelle Reis,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Drama,Takeshi Kaneshiro,99,7.7,71.0,Kar-Wai Wong,26429,
814,Do lok tin si,1995,UA,Drama,Charlie Yeung,99,7.7,71.0,Kar-Wai Wong,26429,
815,Il postino,1994,U,Biography,Massimo Troisi,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Biography,Massimo Troisi,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Biography,Philippe Noiret,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Biography,Maria Grazia Cucinotta,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Comedy,Massimo Troisi,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Comedy,Massimo Troisi,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Comedy,Philippe Noiret,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Comedy,Maria Grazia Cucinotta,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Drama,Massimo Troisi,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Drama,Massimo Troisi,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Drama,Philippe Noiret,108,7.7,81.0,Michael Radford,33600,"21,848,932"
815,Il postino,1994,U,Drama,Maria Grazia Cucinotta,108,7.7,81.0,Michael Radford,33600,"21,848,932"
816,Clerks,1994,R,Comedy,Brian O'Halloran,92,7.7,70.0,Kevin Smith,211450,"3,151,130"
816,Clerks,1994,R,Comedy,Jeff Anderson,92,7.7,70.0,Kevin Smith,211450,"3,151,130"
816,Clerks,1994,R,Comedy,Marilyn Ghigliotti,92,7.7,70.0,Kevin Smith,211450,"3,151,130"
816,Clerks,1994,R,Comedy,Lisa Spoonauer,92,7.7,70.0,Kevin Smith,211450,"3,151,130"
817,Short Cuts,1993,R,Comedy,Andie MacDowell,188,7.7,79.0,Robert Altman,42275,"6,110,979"
817,Short Cuts,1993,R,Comedy,Julianne Moore,188,7.7,79.0,Robert Altman,42275,"6,110,979"
817,Short Cuts,1993,R,Comedy,Tim Robbins,188,7.7,79.0,Robert Altman,42275,"6,110,979"
817,Short Cuts,1993,R,Comedy,Bruce Davison,188,7.7,79.0,Robert Altman,42275,"6,110,979"
817,Short Cuts,1993,R,Drama,Andie MacDowell,188,7.7,79.0,Robert Altman,42275,"6,110,979"
817,Short Cuts,1993,R,Drama,Julianne Moore,188,7.7,79.0,Robert Altman,42275,"6,110,979"
817,Short Cuts,1993,R,Drama,Tim Robbins,188,7.7,79.0,Robert Altman,42275,"6,110,979"
817,Short Cuts,1993,R,Drama,Bruce Davison,188,7.7,79.0,Robert Altman,42275,"6,110,979"
818,Philadelphia,1993,UA,Drama,Tom Hanks,125,7.7,66.0,Jonathan Demme,224169,"77,324,422"
818,Philadelphia,1993,UA,Drama,Denzel Washington,125,7.7,66.0,Jonathan Demme,224169,"77,324,422"
818,Philadelphia,1993,UA,Drama,Roberta Maxwell,125,7.7,66.0,Jonathan Demme,224169,"77,324,422"
818,Philadelphia,1993,UA,Drama,Buzz Kilman,125,7.7,66.0,Jonathan Demme,224169,"77,324,422"
819,The Muppet Christmas Carol,1992,G,Comedy,Michael Caine,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Comedy,Kermit the Frog,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Comedy,Dave Goelz,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Comedy,Miss Piggy,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Drama,Michael Caine,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Drama,Kermit the Frog,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Drama,Dave Goelz,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Drama,Miss Piggy,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Family,Michael Caine,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Family,Kermit the Frog,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Family,Dave Goelz,85,7.7,64.0,Brian Henson,50298,"27,281,507"
819,The Muppet Christmas Carol,1992,G,Family,Miss Piggy,85,7.7,64.0,Brian Henson,50298,"27,281,507"
820,Malcolm X,1992,U,Biography,Denzel Washington,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,Biography,Angela Bassett,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,Biography,Delroy Lindo,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,Biography,Spike Lee,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,Drama,Denzel Washington,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,Drama,Angela Bassett,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,Drama,Delroy Lindo,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,Drama,Spike Lee,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,History,Denzel Washington,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,History,Angela Bassett,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,History,Delroy Lindo,202,7.7,73.0,Spike Lee,85819,"48,169,908"
820,Malcolm X,1992,U,History,Spike Lee,202,7.7,73.0,Spike Lee,85819,"48,169,908"
821,The Last of the Mohicans,1992,UA,Action,Daniel Day-Lewis,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Action,Madeleine Stowe,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Action,Russell Means,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Action,Eric Schweig,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Adventure,Daniel Day-Lewis,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Adventure,Madeleine Stowe,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Adventure,Russell Means,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Adventure,Eric Schweig,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Drama,Daniel Day-Lewis,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Drama,Madeleine Stowe,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Drama,Russell Means,112,7.7,76.0,Michael Mann,150409,"75,505,856"
821,The Last of the Mohicans,1992,UA,Drama,Eric Schweig,112,7.7,76.0,Michael Mann,150409,"75,505,856"
822,Kurenai no buta,1992,U,Animation,Shûichirô Moriyama,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Animation,Tokiko Katô,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Animation,Bunshi Katsura Vi,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Animation,Tsunehiko Kamijô,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Adventure,Shûichirô Moriyama,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Adventure,Tokiko Katô,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Adventure,Bunshi Katsura Vi,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Adventure,Tsunehiko Kamijô,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Comedy,Shûichirô Moriyama,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Comedy,Tokiko Katô,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Comedy,Bunshi Katsura Vi,94,7.7,83.0,Hayao Miyazaki,77798,
822,Kurenai no buta,1992,U,Comedy,Tsunehiko Kamijô,94,7.7,83.0,Hayao Miyazaki,77798,
823,Glengarry Glen Ross,1992,R,Crime,Al Pacino,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Crime,Jack Lemmon,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Crime,Alec Baldwin,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Crime,Alan Arkin,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Drama,Al Pacino,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Drama,Jack Lemmon,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Drama,Alec Baldwin,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Drama,Alan Arkin,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Mystery,Al Pacino,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Mystery,Jack Lemmon,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Mystery,Alec Baldwin,100,7.7,82.0,James Foley,95826,"10,725,228"
823,Glengarry Glen Ross,1992,R,Mystery,Alan Arkin,100,7.7,82.0,James Foley,95826,"10,725,228"
824,A Few Good Men,1992,U,Drama,Tom Cruise,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
824,A Few Good Men,1992,U,Drama,Jack Nicholson,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
824,A Few Good Men,1992,U,Drama,Demi Moore,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
824,A Few Good Men,1992,U,Drama,Kevin Bacon,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
824,A Few Good Men,1992,U,Thriller,Tom Cruise,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
824,A Few Good Men,1992,U,Thriller,Jack Nicholson,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
824,A Few Good Men,1992,U,Thriller,Demi Moore,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
824,A Few Good Men,1992,U,Thriller,Kevin Bacon,138,7.7,62.0,Rob Reiner,235388,"141,340,178"
825,Fried Green Tomatoes,1991,PG-13,Drama,Kathy Bates,130,7.7,64.0,Jon Avnet,66941,"82,418,501"
825,Fried Green Tomatoes,1991,PG-13,Drama,Jessica Tandy,130,7.7,64.0,Jon Avnet,66941,"82,418,501"
825,Fried Green Tomatoes,1991,PG-13,Drama,Mary Stuart Masterson,130,7.7,64.0,Jon Avnet,66941,"82,418,501"
825,Fried Green Tomatoes,1991,PG-13,Drama,Mary-Louise Parker,130,7.7,64.0,Jon Avnet,66941,"82,418,501"
826,Barton Fink,1991,U,Comedy,Ethan Coen,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Comedy,John Turturro,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Comedy,John Goodman,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Comedy,Judy Davis,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Drama,Ethan Coen,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Drama,John Turturro,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Drama,John Goodman,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Drama,Judy Davis,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Thriller,Ethan Coen,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Thriller,John Turturro,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Thriller,John Goodman,116,7.7,69.0,Joel Coen,113240,"6,153,939"
826,Barton Fink,1991,U,Thriller,Judy Davis,116,7.7,69.0,Joel Coen,113240,"6,153,939"
827,Miller's Crossing,1990,R,Crime,Ethan Coen,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Crime,Gabriel Byrne,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Crime,Albert Finney,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Crime,John Turturro,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Drama,Ethan Coen,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Drama,Gabriel Byrne,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Drama,Albert Finney,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Drama,John Turturro,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Thriller,Ethan Coen,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Thriller,Gabriel Byrne,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Thriller,Albert Finney,115,7.7,66.0,Joel Coen,125822,"5,080,409"
827,Miller's Crossing,1990,R,Thriller,John Turturro,115,7.7,66.0,Joel Coen,125822,"5,080,409"
828,Who Framed Roger Rabbit,1988,U,Animation,Bob Hoskins,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Animation,Christopher Lloyd,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Animation,Joanna Cassidy,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Animation,Charles Fleischer,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Adventure,Bob Hoskins,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Adventure,Christopher Lloyd,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Adventure,Joanna Cassidy,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Adventure,Charles Fleischer,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Comedy,Bob Hoskins,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Comedy,Christopher Lloyd,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Comedy,Joanna Cassidy,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
828,Who Framed Roger Rabbit,1988,U,Comedy,Charles Fleischer,104,7.7,83.0,Robert Zemeckis,182009,"156,452,370"
829,Spoorloos,1988,,Mystery,Bernard-Pierre Donnadieu,107,7.7,,George Sluizer,33982,
829,Spoorloos,1988,,Mystery,Gene Bervoets,107,7.7,,George Sluizer,33982,
829,Spoorloos,1988,,Mystery,Johanna ter Steege,107,7.7,,George Sluizer,33982,
829,Spoorloos,1988,,Mystery,Gwen Eckhaus,107,7.7,,George Sluizer,33982,
829,Spoorloos,1988,,Thriller,Bernard-Pierre Donnadieu,107,7.7,,George Sluizer,33982,
829,Spoorloos,1988,,Thriller,Gene Bervoets,107,7.7,,George Sluizer,33982,
829,Spoorloos,1988,,Thriller,Johanna ter Steege,107,7.7,,George Sluizer,33982,
829,Spoorloos,1988,,Thriller,Gwen Eckhaus,107,7.7,,George Sluizer,33982,
830,Withnail & I,1987,R,Comedy,Richard E. Grant,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
830,Withnail & I,1987,R,Comedy,Paul McGann,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
830,Withnail & I,1987,R,Comedy,Richard Griffiths,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
830,Withnail & I,1987,R,Comedy,Ralph Brown,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
830,Withnail & I,1987,R,Drama,Richard E. Grant,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
830,Withnail & I,1987,R,Drama,Paul McGann,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
830,Withnail & I,1987,R,Drama,Richard Griffiths,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
830,Withnail & I,1987,R,Drama,Ralph Brown,107,7.7,84.0,Bruce Robinson,40396,"1,544,889"
831,The Last Emperor,1987,U,Biography,John Lone,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,Biography,Joan Chen,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,Biography,Peter O'Toole,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,Biography,Ruocheng Ying,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,Drama,John Lone,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,Drama,Joan Chen,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,Drama,Peter O'Toole,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,Drama,Ruocheng Ying,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,History,John Lone,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,History,Joan Chen,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,History,Peter O'Toole,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
831,The Last Emperor,1987,U,History,Ruocheng Ying,163,7.7,76.0,Bernardo Bertolucci,94326,"43,984,230"
832,Empire of the Sun,1987,U,Action,Christian Bale,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,Action,John Malkovich,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,Action,Miranda Richardson,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,Action,Nigel Havers,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,Drama,Christian Bale,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,Drama,John Malkovich,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,Drama,Miranda Richardson,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,Drama,Nigel Havers,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,History,Christian Bale,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,History,John Malkovich,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,History,Miranda Richardson,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
832,Empire of the Sun,1987,U,History,Nigel Havers,153,7.7,62.0,Steven Spielberg,115677,"22,238,696"
833,Der Name der Rose,1986,R,Crime,Sean Connery,130,7.7,54.0,Jean-Jacques Annaud,102031,"7,153,487"
